ID,Longevity - Months,Churn,Happiness Index - Current Month,Happiness Index - Change,Support Cases - Current Month,Support Cases - Change,Support Priority - Current Month,Support Priority - Change,Logins - Change,Blogs - Change,Views - Change,Days Since Last Login - Change,Happiness Index - Monthly,Longevity - Modulo 6,Longevity - Modulo 12,Longevity - Modulo 18,Longevity - Modulo 24,Customer Activity - Change
39,11.0,0,186.0,-4.0,1,1,1,1,2.65616131954,-1.5937247533,3.02347041343,4.0,16.9090909091,5.0,11.0,11.0,11.0,1.36196899322
40,11.0,0,75.0,0.0,0,0,0,0,-0.132344555701,-0.0224298343162,-0.0671982834283,0.0,6.81818181818,5.0,11.0,11.0,11.0,-0.0739908911486
41,11.0,0,25.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0671982834283,31.0,2.27272727273,5.0,11.0,11.0,11.0,-0.169324425345
42,11.0,0,124.0,34.0,0,0,0,0,-0.060844405054,-0.0224298343162,-0.338841908958,31.0,11.2727272727,5.0,11.0,11.0,11.0,-0.140705382776
43,11.0,0,147.0,-7.0,1,1,1,1,-1.31209704138,-1.06995978031,0.132199697014,-1.0,13.3636363636,5.0,11.0,11.0,11.0,-0.749952374891
44,11.0,0,134.0,1.0,1,1,1,0,-0.060844405054,-0.0224298343162,-0.0671982834283,0.0,12.1818181818,5.0,11.0,11.0,11.0,-0.0501575075995
45,11.0,0,77.0,-1.0,0,0,0,0,-0.454095233614,-0.0224298343162,-0.184236228471,-6.0,7.0,5.0,11.0,11.0,11.0,-0.220253765467
46,11.0,0,57.0,-2.0,0,0,0,0,-0.41834515829,-0.0224298343162,3.37024950985,31.0,5.18181818182,5.0,11.0,11.0,11.0,0.976491505748
47,11.0,0,115.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.500672153955,31.0,10.4545454545,5.0,11.0,11.0,11.0,-0.313815715521
48,11.0,0,51.0,-1.0,1,1,1,0,-0.847346062174,-0.0224298343162,-0.0671982834283,1.76461320309,4.63636363636,5.0,11.0,11.0,11.0,-0.31232472664
49,11.0,0,85.0,0.0,0,0,0,0,-0.382595082967,-0.0224298343162,-0.0671982834283,-12.0,7.72727272727,5.0,11.0,11.0,11.0,-0.15740773357
50,11.0,0,1.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0671982834283,31.0,0.0909090909091,5.0,11.0,11.0,11.0,-0.169324425345
51,11.0,0,87.0,-3.0,1,1,1,1,-0.0965944803776,-0.0224298343162,-0.0671982834283,1.76461320309,7.90909090909,5.0,11.0,11.0,11.0,-0.062074199374
52,11.0,0,210.0,2.0,1,1,1,1,0.143928556723,-1.5937247533,0.978918657443,0.0,19.0909090909,5.0,11.0,11.0,11.0,-0.156959179711
53,11.0,1,122.0,2.0,1,1,1,0,-1.52659749332,-0.0224298343162,0.109081090586,0.0,11.0909090909,5.0,11.0,11.0,11.0,-0.479982079018
54,11.0,0,3.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0671982834283,30.0,0.272727272727,5.0,11.0,11.0,11.0,-0.169324425345
55,11.0,0,179.0,14.0,1,1,1,1,1.51215890919,-0.546194807311,-0.246367483246,-1.0,16.2727272727,5.0,11.0,11.0,11.0,0.239865539543
56,11.0,0,0.0,-21.0,0,0,0,0,-0.70434576088,-0.0224298343162,-0.0671982834283,4.0,0.0,5.0,11.0,11.0,11.0,-0.264657959541
57,35.0,0,152.0,0.0,0,0,0,0,-0.883096137498,-0.0224298343162,0.0512845745158,0.0,4.34285714286,5.0,11.0,17.0,11.0,-0.284747132433
58,11.0,0,0.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0671982834283,31.0,0.0,5.0,11.0,11.0,11.0,-0.169324425345
59,11.0,1,0.0,-26.0,0,0,0,0,-0.668595685556,-0.0224298343162,-0.0671982834283,1.76461320309,0.0,5.0,11.0,11.0,11.0,-0.252741267767
60,11.0,0,7.0,7.0,0,0,0,0,-0.275344856996,-0.0224298343162,-0.0671982834283,31.0,0.636363636364,5.0,11.0,11.0,11.0,-0.121657658247
61,11.0,0,14.0,14.0,0,0,0,0,-0.275344856996,-0.0224298343162,-0.0744228479371,31.0,1.27272727273,5.0,11.0,11.0,11.0,-0.124065846416
62,11.0,0,53.0,-27.0,0,0,0,0,-0.561345459585,-0.0224298343162,-0.00795685445625,4.0,4.81818181818,5.0,11.0,11.0,11.0,-0.197244049452
63,11.0,0,39.0,-52.0,0,0,0,0,-0.454095233614,-0.0224298343162,-0.0195161576703,-5.0,3.54545454545,5.0,11.0,11.0,11.0,-0.1653470752
64,11.0,0,103.0,4.0,0,1,0,1,0.0821558962406,-0.0224298343162,-0.0802024995441,0.0,9.36363636364,5.0,11.0,11.0,11.0,-0.00682547920658
65,13.0,1,122.0,31.0,1,1,1,0,2.94216192213,2.07263005766,-0.06864319633,-9.0,9.38461538462,1.0,1.0,13.0,13.0,1.64871626115
66,11.0,0,109.0,50.0,0,1,0,1,-0.346845007643,0.501335138678,-0.386524034716,13.0,9.90909090909,5.0,11.0,11.0,11.0,-0.0773446345604
67,11.0,0,0.0,0.0,1,1,1,1,-0.41834515829,-0.0224298343162,-0.0671982834283,31.0,0.0,5.0,11.0,11.0,11.0,-0.169324425345
68,11.0,0,10.0,10.0,0,0,0,0,-0.060844405054,-0.0224298343162,-0.0671982834283,31.0,0.909090909091,5.0,11.0,11.0,11.0,-0.0501575075995
69,11.0,0,145.0,10.0,0,0,0,0,0.940157704008,-0.0224298343162,-7.41169056306,0.0,13.1818181818,5.0,11.0,11.0,11.0,-2.16465423112
70,11.0,0,108.0,33.0,0,0,0,0,-0.203844706349,-0.0224298343162,1.36760022802,31.0,9.81818181818,5.0,11.0,11.0,11.0,0.380441895784
71,11.0,0,45.0,0.0,0,0,0,0,-0.168094631025,-0.0224298343162,-0.0859821511511,3.0,4.09090909091,5.0,11.0,11.0,11.0,-0.0921688721641
72,11.0,0,193.0,0.0,0,0,0,0,1.26190838192,0.501335138678,0.0527294874175,-1.0,17.5454545455,5.0,11.0,11.0,11.0,0.605324336006
73,11.0,0,101.0,39.0,0,0,0,0,0.439656649477,0.501335138678,-0.0700881092318,2.0,9.18181818182,5.0,11.0,11.0,11.0,0.290301226308
74,11.0,0,17.0,-10.0,0,0,0,0,-0.561345459585,-0.0224298343162,-0.0643084576248,-10.0,1.54545454545,5.0,11.0,11.0,11.0,-0.216027917175
75,11.0,0,1.0,-70.0,0,0,0,0,-0.668595685556,-0.546194807311,-0.0671982834283,3.0,0.0909090909091,5.0,11.0,11.0,11.0,-0.427329592098
76,11.0,0,158.0,2.0,0,1,0,1,-0.239594781672,-2.11748972629,-0.0498593286072,3.0,14.3636363636,5.0,11.0,11.0,11.0,-0.802314612191
77,38.0,0,198.0,-15.0,0,0,0,0,0.332406423506,-0.0224298343162,-0.31572330253,0.0,5.21052631579,2.0,2.0,2.0,14.0,-0.00191557111352
78,38.0,0,77.0,-2.0,0,0,0,0,-0.525595384261,-0.0224298343162,0.967359354229,-1.0,2.02631578947,2.0,2.0,2.0,14.0,0.139778045217
79,11.0,0,82.0,0.0,0,0,0,0,-0.0250943297304,-0.0224298343162,-0.0671982834283,3.0,7.45454545455,5.0,11.0,11.0,11.0,-0.038240815825
80,11.0,0,94.0,10.0,1,1,1,1,1.0831580053,-0.0224298343162,-0.158227796239,-24.0,8.54545454545,5.0,11.0,11.0,11.0,0.300833458249
81,28.0,0,152.0,-4.0,0,0,0,0,0.260906272859,-0.0224298343162,-0.0541940673125,-2.0,5.42857142857,4.0,4.0,10.0,4.0,0.0614274570767
82,11.0,0,125.0,15.0,1,1,1,1,-0.0250943297304,-0.0224298343162,-0.211689573604,3.0,11.3636363636,5.0,11.0,11.0,11.0,-0.0864045792168
83,11.0,0,35.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0671982834283,9.0,3.18181818182,5.0,11.0,11.0,11.0,-0.169324425345
84,11.0,0,166.0,-1.0,0,0,0,0,-0.060844405054,-0.546194807311,1.81696814046,-1.0,15.0909090909,5.0,11.0,11.0,11.0,0.403309642699
85,11.0,0,61.0,-11.0,1,1,1,1,-0.060844405054,-0.0224298343162,-0.11777023499,15.0,5.54545454545,5.0,11.0,11.0,11.0,-0.0670148247867
86,11.0,0,97.0,2.0,0,1,0,1,-1.41934726735,-0.0224298343162,-0.0671982834283,0.0,8.81818181818,5.0,11.0,11.0,11.0,-0.502991795032
87,11.0,0,74.0,0.0,0,0,0,0,-0.382595082967,-0.0224298343162,-0.0671982834283,-3.0,6.72727272727,5.0,11.0,11.0,11.0,-0.15740773357
88,11.0,0,4.0,4.0,1,1,1,1,-0.060844405054,-0.0224298343162,-0.0671982834283,31.0,0.363636363636,5.0,11.0,11.0,11.0,-0.0501575075995
89,11.0,0,145.0,0.0,0,0,0,0,3.08516222343,-0.0224298343162,0.841651931777,0.0,13.1818181818,5.0,11.0,11.0,11.0,1.3014614403
90,11.0,0,75.0,-17.0,0,0,0,0,-0.454095233614,-0.546194807311,-0.0671982834283,-3.0,6.81818181818,5.0,11.0,11.0,11.0,-0.355829441451
91,11.0,0,79.0,13.0,0,0,0,0,-0.561345459585,-0.0224298343162,-0.0614186318212,-22.0,7.18181818182,5.0,11.0,11.0,11.0,-0.215064641907
92,11.0,0,175.0,10.0,0,0,0,0,0.36815649883,-0.0224298343162,-2.11752969102,0.0,15.9090909091,5.0,11.0,11.0,11.0,-0.590601008836
93,11.0,1,0.0,-12.0,0,0,0,0,-0.454095233614,-0.0224298343162,-0.0671982834283,1.76461320309,0.0,5.0,11.0,11.0,11.0,-0.18124111712
94,11.0,0,6.0,6.0,0,0,0,0,-0.060844405054,-0.0224298343162,-0.0671982834283,31.0,0.545454545455,5.0,11.0,11.0,11.0,-0.0501575075995
95,11.0,0,85.0,-36.0,0,0,0,0,-0.346845007643,-0.546194807311,-0.120660060793,-4.0,7.72727272727,5.0,11.0,11.0,11.0,-0.337899958582
96,11.0,0,59.0,41.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.149558318828,31.0,5.36363636364,5.0,11.0,11.0,11.0,-0.196777770478
97,11.0,0,109.0,-13.0,0,0,0,0,-0.382595082967,-1.06995978031,0.161097955049,-9.0,9.90909090909,5.0,11.0,11.0,11.0,-0.430485636074
98,11.0,0,87.0,45.0,0,0,0,0,-0.060844405054,0.501335138678,-0.0729779350353,30.0,7.90909090909,5.0,11.0,11.0,11.0,0.122504266196
99,11.0,0,161.0,-10.0,0,0,0,0,-0.775845911527,-2.11748972629,0.0353905325964,0.0,14.6363636364,5.0,11.0,11.0,11.0,-0.952648368408
100,11.0,0,0.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0599737189195,31.0,0.0,5.0,11.0,11.0,11.0,-0.166916237175
101,11.0,0,169.0,-8.0,1,1,1,0,1.51215890919,-0.0224298343162,0.431296667678,0.0,15.3636363636,5.0,11.0,11.0,11.0,0.640341914183
102,11.0,0,88.0,22.0,0,1,0,1,0.654157101419,-0.0224298343162,-0.0744228479371,2.0,8.0,5.0,11.0,11.0,11.0,0.185768139722
103,28.0,0,0.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0671982834283,31.0,0.0,4.0,4.0,10.0,4.0,-0.169324425345
104,11.0,1,26.0,-13.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0440796770002,-5.0,2.36363636364,5.0,11.0,11.0,11.0,-0.161618223202
105,38.0,0,0.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0671982834283,30.0,0.0,2.0,2.0,2.0,14.0,-0.169324425345
106,11.0,0,155.0,-6.0,0,0,0,0,-0.454095233614,-2.11748972629,0.116305655095,0.0,14.0909090909,5.0,11.0,11.0,11.0,-0.818426434938
107,11.0,0,71.0,-11.0,0,0,0,0,-0.954596288145,-0.546194807311,-0.0671982834283,0.0,6.45454545455,5.0,11.0,11.0,11.0,-0.522663126295
108,11.0,0,0.0,5.0586103671,0,0,0,0,-0.70434576088,-0.0224298343162,-0.379299470208,6.0,0.0,5.0,11.0,11.0,11.0,-0.368691688468
109,11.0,0,0.0,-6.0,0,0,0,0,-0.775845911527,-0.0224298343162,-0.0671982834283,1.76461320309,0.0,5.0,11.0,11.0,11.0,-0.28849134309
110,29.0,0,103.0,-8.0,0,0,0,0,-0.311094932319,1.54886508467,-0.0455245899019,1.76461320309,3.55172413793,5.0,5.0,11.0,5.0,0.397415187482
111,11.0,0,39.0,23.0,0,0,0,0,-0.346845007643,-0.0224298343162,-0.0671982834283,31.0,3.54545454545,5.0,11.0,11.0,11.0,-0.145491041796
112,11.0,0,42.0,10.0,0,0,0,0,-0.203844706349,-0.0224298343162,-0.0758677608388,30.0,3.81818181818,5.0,11.0,11.0,11.0,-0.100714100501
113,11.0,0,73.0,-6.0,0,0,0,0,-0.203844706349,-0.0224298343162,-0.06864319633,-24.0,6.63636363636,5.0,11.0,11.0,11.0,-0.0983059123316
114,11.0,0,58.0,38.0,0,0,0,0,-0.203844706349,-0.0224298343162,-0.0960965414634,5.0,5.27272727273,5.0,11.0,11.0,11.0,-0.107457027376
115,11.0,0,68.0,-7.0,1,1,0,0,0.36815649883,-0.0224298343162,-0.0773126737406,31.0,6.18181818182,5.0,11.0,11.0,11.0,0.0894713302576
116,11.0,0,89.0,-5.0,0,1,0,1,-2.59909975303,-0.0224298343162,1.39649848605,0.0,8.09090909091,5.0,11.0,11.0,11.0,-0.408343700433
117,11.0,0,138.0,4.0,0,0,0,0,-0.70434576088,-0.0224298343162,0.70438520611,-29.0,12.5454545455,5.0,11.0,11.0,11.0,-0.00746346302868
118,11.0,0,0.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0671982834283,31.0,0.0,5.0,11.0,11.0,11.0,-0.169324425345
119,11.0,0,90.0,0.0,0,0,0,0,-0.168094631025,-0.0224298343162,-0.172676925256,0.0,8.18181818182,5.0,11.0,11.0,11.0,-0.121067130199
120,11.0,0,0.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0671982834283,31.0,0.0,5.0,11.0,11.0,11.0,-0.169324425345
121,11.0,0,48.0,-11.0,0,0,0,0,-0.525595384261,-0.0224298343162,-0.0671982834283,3.0,4.36363636364,5.0,11.0,11.0,11.0,-0.205074500669
122,11.0,0,10.0,-25.0,0,1,0,1,-0.561345459585,-0.0224298343162,-0.0744228479371,18.0,0.909090909091,5.0,11.0,11.0,11.0,-0.219399380613
123,11.0,0,106.0,0.0,0,0,0,0,-0.168094631025,-0.0224298343162,-0.0238508963756,4.0,9.63636363636,5.0,11.0,11.0,11.0,-0.0714584539056
124,11.0,0,128.0,35.0,0,1,0,1,-0.668595685556,0.501335138678,-0.0671982834283,-15.0,11.6363636364,5.0,11.0,11.0,11.0,-0.0781529434353
125,11.0,0,90.0,-5.0,0,0,0,0,0.332406423506,-0.0224298343162,-0.123549886597,2.0,8.18181818182,5.0,11.0,11.0,11.0,0.0621422341977
126,11.0,0,47.0,-21.0,0,0,0,0,-0.847346062174,-0.0224298343162,-0.0671982834283,3.0,4.27272727273,5.0,11.0,11.0,11.0,-0.31232472664
127,11.0,0,31.0,-26.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.113435496284,31.0,2.81818181818,5.0,11.0,11.0,11.0,-0.18473682963
128,11.0,0,191.0,-1.0,0,0,0,0,0.0106557455933,-0.546194807311,-0.107655844677,0.0,17.3636363636,5.0,11.0,11.0,11.0,-0.214398302132
129,11.0,0,45.0,10.0,0,0,0,0,-0.0965944803776,-0.0224298343162,-0.0671982834283,2.0,4.09090909091,5.0,11.0,11.0,11.0,-0.062074199374
130,11.0,0,121.0,5.0586103671,1,1,1,1,0.143928556723,2.07263005766,-0.0426347640984,-7.0,11.0,5.0,11.0,11.0,11.0,0.724641283429
131,11.0,0,76.0,32.0,0,0,0,0,0.225156197535,-0.0224298343162,-0.0643084576248,31.0,6.90909090909,5.0,11.0,11.0,11.0,0.0461393018647
132,11.0,0,50.0,25.0,0,0,0,0,-0.275344856996,-0.0224298343162,0.0772930067474,1.76461320309,4.54545454545,5.0,11.0,11.0,11.0,-0.0734938948549
133,11.0,0,101.0,5.0586103671,0,0,0,0,-0.203844706349,0.501335138678,-0.0122915931615,30.0,9.18181818182,5.0,11.0,11.0,11.0,0.0950662797228
134,11.0,0,74.0,-38.0,0,0,0,0,-0.41834515829,-1.06995978031,0.283915551699,0.0,6.72727272727,5.0,11.0,11.0,11.0,-0.401463128966
135,11.0,0,105.0,-5.0,0,0,0,0,-0.382595082967,-0.0224298343162,0.899448447847,18.0,9.54545454545,5.0,11.0,11.0,11.0,0.164807843521
136,11.0,0,0.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0671982834283,31.0,0.0,5.0,11.0,11.0,11.0,-0.169324425345
137,11.0,0,60.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0671982834283,30.0,5.45454545455,5.0,11.0,11.0,11.0,-0.169324425345
138,11.0,0,55.0,5.0586103671,1,1,1,0,-1.81259809591,-1.5937247533,-0.132219364007,-1.0,5.0,5.0,11.0,11.0,11.0,-1.17951407107
139,11.0,0,91.0,-50.0,0,1,0,1,-1.06184651412,-1.06995978031,2.87175455874,-4.0,8.27272727273,5.0,11.0,11.0,11.0,0.246649421441
140,11.0,0,19.0,-1.0,0,0,0,0,-0.0250943297304,-0.0224298343162,-0.0671982834283,-3.0,1.72727272727,5.0,11.0,11.0,11.0,-0.038240815825
141,11.0,0,15.0,-27.0,0,0,0,0,-0.489845308938,-0.0224298343162,-0.0671982834283,11.0,1.36363636364,5.0,11.0,11.0,11.0,-0.193157808894
142,11.0,0,59.0,0.0,0,0,0,0,0.0821558962406,0.501335138678,-0.0671982834283,0.0,5.36363636364,5.0,11.0,11.0,11.0,0.17209758383
143,11.0,0,70.0,-6.0,0,0,0,0,-0.561345459585,-1.5937247533,-0.0671982834283,1.0,6.36363636364,5.0,11.0,11.0,11.0,-0.740756165438
144,11.0,0,180.0,2.0,0,0,0,0,0.868657553361,2.59639503066,-2.52066039061,0.0,16.3636363636,5.0,11.0,11.0,11.0,0.314797397802
145,11.0,0,0.0,-2.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0671982834283,30.0,0.0,5.0,11.0,11.0,11.0,-0.169324425345
146,11.0,0,38.0,-11.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0585288060177,0.0,3.45454545455,5.0,11.0,11.0,11.0,-0.166434599541
147,11.0,0,116.0,-1.0,0,0,0,0,0.0106557455933,-0.0224298343162,-0.155337970435,31.0,10.5454545455,5.0,11.0,11.0,11.0,-0.0557040197195
148,11.0,0,95.0,-15.0,0,0,0,0,-0.81159598685,-0.0224298343162,-0.0585288060177,10.0,8.63636363636,5.0,11.0,11.0,11.0,-0.297518209061
149,11.0,0,181.0,-2.0,0,0,0,0,0.296656348182,-0.546194807311,2.16374723688,0.0,16.4545454545,5.0,11.0,11.0,11.0,0.638069592585
150,11.0,0,90.0,10.0,0,0,0,0,0.153656046888,-0.0224298343162,-0.0671982834283,0.0,8.18181818182,5.0,11.0,11.0,11.0,0.0213426430478
151,11.0,0,120.0,2.0,1,1,1,1,0.832907478037,-0.0224298343162,-0.0166263318668,3.0,10.9090909091,5.0,11.0,11.0,11.0,0.264617103951
152,38.0,1,116.0,1.0,1,0,1,0,1.04740792998,0.501335138678,-0.0671982834283,-26.0,3.05263157895,2.0,2.0,2.0,14.0,0.493848261743
153,11.0,0,0.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0715330221335,31.0,0.0,5.0,11.0,11.0,11.0,-0.170769338247
154,11.0,0,193.0,15.0,1,1,1,1,-0.0965944803776,0.501335138678,-11.1308963722,0.0,17.5454545455,5.0,11.0,11.0,11.0,-3.57538523796
155,11.0,1,8.0,0.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0671982834283,31.0,0.727272727273,5.0,11.0,11.0,11.0,-0.169324425345
156,11.0,0,105.0,0.0,0,0,0,0,-0.561345459585,-0.0224298343162,-0.0671982834283,-2.0,9.54545454545,5.0,11.0,11.0,11.0,-0.216991192443
157,11.0,0,33.0,-12.0,0,0,0,0,-0.346845007643,-0.0224298343162,-0.0657533705265,5.0,3.0,5.0,11.0,11.0,11.0,-0.145009404162
158,11.0,0,93.0,-20.0,0,0,0,0,-0.561345459585,-0.0224298343162,-5.47839710051,-4.0,8.45454545455,5.0,11.0,11.0,11.0,-2.02072413147
159,11.0,0,80.0,8.0,0,0,0,0,-0.41834515829,-0.0224298343162,-0.0903168898564,21.0,7.27272727273,5.0,11.0,11.0,11.0,-0.177030627488
160,11.0,0,81.0,0.0,0,0,0,0,-0.489845308938,-0.0224298343162,-0.0643084576248,-3.0,7.36363636364,5.0,11.0,11.0,11.0,-0.192194533626
161,11.0,0,172.0,37.0,0,0,0,0,-0.0250943297304,1.02510011167,4.93220035665,2.0,15.6363636364,5.0,11.0,11.0,11.0,1.9774020462
