Churn,Customer Activity - Change,Days Since Last Login - Change,Happiness Index - Change,Happiness Index - Current Month,Happiness Index - Monthly,Logins - Change_Cat,Logins - Change,Longevity - Months,Views - Change,Longevity - Modulo 12,Longevity - Modulo 18,Longevity - Modulo 24
0,0.259867732911,31.0,6.0,6,0.130434782609,1,10.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.25383094218,-4.0,-36.0,85,1.84782608696,1,2.0,13.8968016386,-37.0,1.89680163857,13.8968016386,13.8968016386
0,-0.141899873748,31.0,41.0,59,1.31111111111,0,0.0,13.8968016386,-57.0,1.89680163857,13.8968016386,13.8968016386
0,-0.23321180777,-9.0,-13.0,109,2.36956521739,1,1.0,13.8968016386,158.0,1.89680163857,13.8968016386,13.8968016386
0,0.769231102819,30.0,45.0,87,1.97727272727,1,10.0,13.8968016386,-4.0,1.89680163857,13.8968016386,13.8968016386
0,-1.03389206402,0.0,-10.0,161,3.57777777778,-1,-10.0,13.8968016386,71.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135344046397,31.0,0.0,0,0.0,0,0.0,41.0,5.0,5.0,5.0,17.0
0,0.296347739944,0.0,-8.0,169,3.75555555556,1,54.0,13.8968016386,345.0,1.89680163857,13.8968016386,13.8968016386
0,0.259339037157,2.0,22.0,88,2.0,1,30.0,13.8968016386,-5.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135872742151,31.0,0.0,0,0.0,0,0.0,28.0,0.0,4.0,10.0,4.0
1,-0.134180915738,-5.0,-13.0,26,0.619047619048,0,0.0,13.8968016386,16.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135872742151,30.0,0.0,0,0.0,0,0.0,38.0,0.0,2.0,2.0,14.0
0,-1.02797067157,0.0,-6.0,155,3.44444444444,-1,-1.0,13.8968016386,127.0,1.89680163857,13.8968016386,13.8968016386
0,-1.04139954372,0.0,-11.0,71,1.57777777778,-1,-15.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.554452873791,6.0,5.0586103671,0,0.0,-1,-8.0,40.0,-216.0,4.0,4.0,16.0
0,-0.531613217214,1.76461320309,-6.0,0,0.0,-1,-10.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.771240146684,1.76461320309,-8.0,103,3.55172413793,1,3.0,29.0,15.0,5.0,11.0,5.0
0,0.259867732911,31.0,23.0,39,0.866666666667,1,2.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.259233298006,30.0,10.0,42,0.976744186047,1,6.0,13.8968016386,-6.0,1.89680163857,13.8968016386,13.8968016386
0,0.259761993761,-24.0,-6.0,73,1.62222222222,1,6.0,13.8968016386,-1.0,1.89680163857,13.8968016386,13.8968016386
0,0.257752949895,5.0,38.0,58,1.28888888889,1,6.0,13.8968016386,-20.0,1.89680163857,13.8968016386,13.8968016386
0,0.259127558856,31.0,-7.0,68,1.51111111111,1,22.0,13.8968016386,-7.0,1.89680163857,13.8968016386,13.8968016386
0,-0.424499457434,0.0,-5.0,89,1.97777777778,-1,-61.0,13.8968016386,1013.0,1.89680163857,13.8968016386,13.8968016386
0,-0.475148510677,-29.0,4.0,138,3.06666666667,-1,-8.0,13.8968016386,534.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135872742151,31.0,0.0,0,0.0,0,0.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.252148774902,0.0,0.0,90,2.0,1,7.0,13.8968016386,-73.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135872742151,31.0,0.0,0,0.0,0,0.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.531613217214,3.0,-11.0,48,1.11627906977,-1,-3.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.532141912968,18.0,-25.0,10,0.227272727273,-1,-4.0,13.8968016386,-5.0,1.89680163857,13.8968016386,13.8968016386
0,0.263039907436,4.0,0.0,106,2.40909090909,1,7.0,13.8968016386,30.0,1.89680163857,13.8968016386,13.8968016386
0,-0.0218268907035,-15.0,35.0,128,2.90909090909,-1,-7.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.255743906029,2.0,-5.0,90,2.0,1,21.0,13.8968016386,-39.0,1.89680163857,13.8968016386,13.8968016386
0,-0.531613217214,3.0,-21.0,47,1.04444444444,-1,-12.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.139256394978,31.0,-26.0,31,0.756097560976,0,0.0,41.0,-32.0,5.0,5.0,17.0
0,-0.252879289822,0.0,-1.0,191,4.24444444444,1,12.0,13.8968016386,-28.0,1.89680163857,13.8968016386,13.8968016386
0,0.259867732911,2.0,10.0,45,1.0,1,9.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.771451624986,-7.0,5.0586103671,121,2.68888888889,1,15.7279029463,13.8968016386,17.0,1.89680163857,13.8968016386,13.8968016386
0,0.260079211213,31.0,32.0,76,1.72727272727,1,18.0,13.8968016386,2.0,1.89680163857,13.8968016386,13.8968016386
0,0.270441647993,1.76461320309,25.0,50,1.13636363636,1,4.0,13.8968016386,100.0,1.89680163857,13.8968016386,13.8968016386
0,0.773672147153,30.0,5.0586103671,101,2.3488372093,1,6.0,13.8968016386,38.0,1.89680163857,13.8968016386,13.8968016386
0,-0.619964455013,0.0,-38.0,74,1.68181818182,0,0.0,13.8968016386,243.0,1.89680163857,13.8968016386,13.8968016386
0,0.330607224809,18.0,-5.0,105,2.38636363636,1,1.0,13.8968016386,669.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135872742151,31.0,0.0,0,0.0,0,0.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135872742151,30.0,0.0,60,1.46341463415,0,0.0,41.0,0.0,5.0,5.0,17.0
0,-1.04615780551,-1.0,5.0586103671,55,1.25,-1,-39.0,13.8968016386,-45.0,1.89680163857,13.8968016386,13.8968016386
0,-0.826326110959,-4.0,-50.0,91,2.11627906977,-1,-18.0,13.8968016386,2034.0,1.89680163857,13.8968016386,13.8968016386
0,0.259867732911,-3.0,-1.0,19,0.422222222222,1,11.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.531613217214,11.0,-27.0,15,0.348837209302,-1,-2.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.769654059422,0.0,0.0,59,1.34090909091,1,14.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-1.04139954372,1.0,-6.0,70,1.62790697674,-1,-4.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.590108981331,0.0,2.0,180,4.09090909091,1,36.0,13.8968016386,-1698.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135872742151,30.0,-2.0,0,0.0,0,0.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135238307246,0.0,-11.0,38,0.883720930233,0,0.0,13.8968016386,6.0,1.89680163857,13.8968016386,13.8968016386
0,0.253417644711,31.0,-1.0,116,2.7619047619,1,12.0,13.8968016386,-61.0,1.89680163857,13.8968016386,13.8968016386
0,-0.530978782309,10.0,-15.0,95,2.15909090909,-1,-11.0,13.8968016386,6.0,1.89680163857,13.8968016386,13.8968016386
0,-0.0866573447346,0.0,-2.0,181,4.11363636364,1,20.0,13.8968016386,1544.0,1.89680163857,13.8968016386,13.8968016386
0,0.259867732911,0.0,10.0,90,2.09302325581,1,16.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.26356860319,3.0,2.0,120,3.0,1,35.0,40.0,35.0,4.0,4.0,16.0
1,0.769654059422,-26.0,1.0,116,3.05263157895,1,41.0,38.0,0.0,2.0,2.0,14.0
0,-0.136189959604,31.0,0.0,0,0.0,0,0.0,13.8968016386,-3.0,1.89680163857,13.8968016386,13.8968016386
0,-0.0399906183996,0.0,15.0,193,4.48837209302,1,9.0,13.8968016386,-7657.0,1.89680163857,13.8968016386,13.8968016386
1,-0.135872742151,31.0,0.0,8,0.19512195122,0,0.0,41.0,0.0,5.0,5.0,17.0
0,-0.531613217214,-2.0,0.0,105,2.44186046512,-1,-4.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.259973472062,5.0,-12.0,33,0.785714285714,1,2.0,13.8968016386,1.0,1.89680163857,13.8968016386,13.8968016386
0,-0.927606337031,-4.0,-20.0,93,2.16279069767,-1,-4.0,13.8968016386,-3745.0,1.89680163857,13.8968016386,13.8968016386
0,-0.137564568564,21.0,8.0,80,1.90476190476,0,0.0,13.8968016386,-16.0,1.89680163857,13.8968016386,13.8968016386
0,-0.531401738912,-3.0,0.0,81,1.92857142857,-1,-2.0,13.8968016386,2.0,1.89680163857,13.8968016386,13.8968016386
0,1.13551152126,2.0,37.0,172,4.0,1,11.0,13.8968016386,3460.0,1.89680163857,13.8968016386,13.8968016386
0,-0.531930434667,27.0,-4.0,36,0.857142857143,-1,-1.0,13.8968016386,-3.0,1.89680163857,13.8968016386,13.8968016386
0,0.44047020251,0.0,0.0,188,4.37209302326,1,5.0,13.8968016386,1708.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135872742151,0.0,0.0,0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0
0,-0.531613217214,1.76461320309,-35.0,51,1.18604651163,-1,-5.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.259550515459,-2.0,-61.0,83,1.93023255814,1,8.0,13.8968016386,-3.0,1.89680163857,13.8968016386,13.8968016386
0,-0.807698140003,1.0,-7.0,88,2.09523809524,-1,-10.0,13.8968016386,-2611.0,1.89680163857,13.8968016386,13.8968016386
0,0.259550515459,-23.0,0.0,40,0.952380952381,1,1.0,13.8968016386,-3.0,1.89680163857,13.8968016386,13.8968016386
0,0.259867732911,1.76461320309,-1.0,68,1.58139534884,1,3.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135872742151,31.0,0.0,0,0.0,0,0.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.238719902748,-5.0,9.0,136,3.16279069767,1,21.0,13.8968016386,-200.0,1.89680163857,13.8968016386,13.8968016386
0,0.260184950364,0.0,47.0,171,3.97674418605,1,85.0,13.8968016386,3.0,1.89680163857,13.8968016386,13.8968016386
0,0.259867732911,31.0,20.0,63,1.5,1,4.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135872742151,31.0,24.0,63,1.46511627907,0,0.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.966853442397,-4.0,-44.0,122,2.83720930233,-1,-3.0,13.8968016386,705.0,1.89680163857,13.8968016386,13.8968016386
0,0.259867732911,0.0,0.0,60,1.42857142857,1,30.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.426935591206,31.0,-8.0,76,1.80952380952,1,12.0,13.8968016386,1580.0,1.89680163857,13.8968016386,13.8968016386
0,-0.531613217214,-1.0,-11.0,44,1.04761904762,-1,-3.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.769654059422,4.0,18.0,114,2.71428571429,1,33.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.259867732911,31.0,69.0,69,1.64285714286,1,6.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.259867732911,-3.0,0.0,85,2.02380952381,1,25.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.531613217214,25.0,-17.0,0,0.0,-1,-1.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.311574177662,31.0,-2.0,131,3.11904761905,1,2.0,13.8968016386,489.0,1.89680163857,13.8968016386,13.8968016386
0,0.229732074928,10.0,29.0,60,1.46341463415,1,4.0,41.0,-285.0,5.0,5.0,17.0
0,0.754321882553,0.0,2.0,189,4.5,1,32.0,13.8968016386,-145.0,1.89680163857,13.8968016386,13.8968016386
0,-0.238921721914,0.0,-1.0,178,4.2380952381,1,21.0,13.8968016386,104.0,1.89680163857,13.8968016386,13.8968016386
0,-0.531613217214,0.0,5.0,105,2.5,-1,-9.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.846103465464,0.0,-14.0,148,3.52380952381,1,28.0,13.8968016386,723.0,1.89680163857,13.8968016386,13.8968016386
0,-0.135767003001,31.0,0.0,0,0.0,0,0.0,13.8968016386,1.0,1.89680163857,13.8968016386,13.8968016386
0,0.260079211213,0.0,-10.0,104,2.53658536585,1,6.0,41.0,2.0,5.0,5.0,17.0
0,-0.531613217214,1.76461320309,-25.0,44,1.04761904762,-1,-2.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.259867732911,18.0,79.0,118,2.80952380952,1,11.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,0.259867732911,1.76461320309,10.0,16,0.380952380952,1,19.0,13.8968016386,0.0,1.89680163857,13.8968016386,13.8968016386
0,-0.236806938898,0.0,31.0,183,4.35714285714,1,82.0,13.8968016386,124.0,1.89680163857,13.8968016386,13.8968016386
0,0.242315033875,0.0,-10.0,120,2.85714285714,1,5.0,13.8968016386,-166.0,1.89680163857,13.8968016386,13.8968016386
0,-1.04372580504,-3.0,-7.0,107,2.675,-1,-33.0,40.0,-22.0,4.0,4.0,16.0
0,0.256907036688,1.0,30.0,165,4.125,1,52.0,40.0,-28.0,4.0,4.0,16.0
0,-0.29009947091,0.0,18.0,130,3.17073170732,1,13.0,41.0,-380.0,5.0,5.0,17.0
1,-0.540812523335,4.0,0.0,130,3.25,-1,-7.0,40.0,-87.0,4.0,4.0,16.0
0,0.263357124888,-3.0,18.0,145,3.53658536585,1,15.0,41.0,33.0,5.0,5.0,17.0
0,0.770182755176,-3.0,10.0,115,2.875,1,16.0,40.0,5.0,4.0,4.0,16.0
0,-0.137353090263,31.0,-4.0,15,0.384615384615,0,0.0,39.0,-14.0,3.0,3.0,15.0
1,0.253417644711,-1.0,-1.0,105,2.91666666667,1,26.0,36.0,-61.0,0.0,0.0,12.0
0,0.397328628976,31.0,50.0,73,1.825,1,10.0,40.0,1300.0,4.0,4.0,16.0
0,-0.221791979481,0.0,-15.0,121,9.30769230769,1,1.0,13.0,266.0,1.0,13.0,13.0
0,0.259867732911,-16.0,0.0,3,0.230769230769,1,19.0,13.0,0.0,1.0,13.0,13.0
0,0.26748095177,-3.0,22.0,141,20.1428571429,1,70.0,7.0,72.0,7.0,7.0,7.0
0,0.769548320271,-9.0,67.0,165,11.7857142857,1,97.0,14.0,-1.0,2.0,14.0,14.0
0,0.275728605534,2.0,-44.0,36,2.57142857143,1,6.0,14.0,150.0,2.0,14.0,14.0
1,0.771557364137,28.0,37.0,143,11.9166666667,1,50.0,12.0,18.0,0.0,12.0,12.0
0,-0.135872742151,30.0,0.0,0,0.0,0,0.0,14.0,0.0,2.0,14.0,14.0
0,-0.528652520991,7.0,-6.0,124,8.85714285714,-1,-7.0,14.0,28.0,2.0,14.0,14.0
0,-0.0137907152412,0.0,50.0,150,10.7142857143,-1,-13.0,14.0,76.0,2.0,14.0,14.0
0,0.308824959741,9.0,-3.0,109,7.78571428571,1,2.0,14.0,463.0,2.0,14.0,14.0
0,-0.249389897845,0.0,-1.0,118,9.07692307692,1,41.0,13.0,5.0,1.0,13.0,13.0
