ID,Blogs - Change,Customer Activity - Change,Days Since Last Login - Change,Happiness Index - Change,Happiness Index - Current Month,Happiness Index - Monthly,Logins - Change,Longevity - Modulo 12,Longevity - Modulo 18,Longevity - Modulo 24,Longevity - Modulo 6,Longevity - Months,Support Cases - Change,Support Cases - Current Month,Support Priority - Change,Support Priority - Current Month,Views - Change,Churn
167,-0.0224298343162,-1.54604720525,1.0,-7.0,88.0,8.0,-0.775845911527,11.0,11.0,11.0,5.0,11.0,0,0,0,0,-3.83986586991,0
171,-0.0224298343162,-0.0154014248632,-5.0,9.0,136.0,12.3636363636,0.332406423506,11.0,11.0,11.0,5.0,11.0,0,0,0,0,-0.35618086378,0
173,-0.0224298343162,-0.121657658247,31.0,20.0,63.0,5.72727272727,-0.275344856996,11.0,11.0,11.0,5.0,11.0,0,0,0,0,-0.0671982834283,0
175,-1.5937247533,-0.38928494175,-4.0,-44.0,122.0,11.0909090909,-0.525595384261,11.0,11.0,11.0,5.0,11.0,1,0,1,0,0.95146531231,0
178,-0.0224298343162,-0.205074500669,-1.0,-11.0,44.0,4.0,-0.525595384261,11.0,11.0,11.0,5.0,11.0,0,0,0,0,-0.0671982834283,0
182,-0.0224298343162,-0.18124111712,25.0,-17.0,0.0,0.0,-0.454095233614,11.0,11.0,11.0,5.0,11.0,0,0,0,0,-0.0671982834283,0
199,-0.0224298343162,-0.294643741918,4.0,0.0,130.0,11.8181818182,-0.668595685556,11.0,11.0,11.0,5.0,11.0,1,1,1,1,-0.192905705881,1
203,-0.0224298343162,0.111129665124,-1.0,-1.0,105.0,2.91666666667,0.511156800124,0.0,0.0,12.0,0.0,36.0,0,0,0,0,-0.155337970435,1
205,-0.546194807311,-0.20388044728,0.0,-15.0,121.0,9.30769230769,-0.382595082967,1.0,13.0,13.0,1.0,13.0,0,0,0,0,0.317148548439,0
214,-0.0224298343162,0.0775071827085,9.0,-3.0,109.0,7.78571428571,-0.346845007643,2.0,14.0,14.0,2.0,14.0,0,0,0,0,0.601796390085,0
215,-1.06995978031,-0.027508523082,0.0,-1.0,118.0,9.07692307692,1.04740792998,1.0,13.0,13.0,1.0,13.0,1,1,1,1,-0.0599737189195,0
243,-0.0224298343162,-0.169324425345,0.0,0.0,0.0,0.0,-0.41834515829,1.0,1.0,1.0,1.0,1.0,0,0,0,0,-0.0671982834283,0
256,-0.0224298343162,-0.169324425345,31.0,0.0,0.0,0.0,-0.41834515829,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.0671982834283,1
264,2.07263005766,0.624362406178,-4.0,8.0,86.0,6.14285714286,-0.132344555701,2.0,14.0,14.0,2.0,14.0,0,0,0,0,-0.0671982834283,0
265,-0.0224298343162,-0.181847003827,30.0,35.0,70.0,5.83333333333,-0.41834515829,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.104766018874,1
266,-0.0224298343162,0.0136057235855,-1.0,1.0,147.0,11.3076923077,0.439656649477,1.0,13.0,13.0,1.0,13.0,1,1,1,1,-0.376409644404,1
277,-0.0224298343162,-0.168361150077,31.0,0.0,0.0,0.0,-0.41834515829,1.0,13.0,13.0,1.0,13.0,0,0,0,0,-0.0643084576248,0
282,-2.64125469929,-1.05370110114,5.0,-5.0,77.0,6.41666666667,-0.454095233614,0.0,12.0,12.0,0.0,12.0,1,1,0,1,-0.0657533705265,1
285,-0.0224298343162,0.0181001463261,-1.0,5.0586103671,136.0,9.71428571429,0.143928556723,2.0,14.0,14.0,2.0,14.0,1,1,0,1,-0.0671982834283,0
291,-2.64125469929,-1.21090203331,-4.0,-49.0,61.0,4.35714285714,-0.954596288145,2.0,14.0,14.0,2.0,14.0,0,0,0,0,-0.0368551124914,0
292,-0.0224298343162,-0.207731186985,20.0,-4.0,143.0,11.0,-0.454095233614,1.0,13.0,13.0,1.0,13.0,0,0,0,0,-0.146668493025,0
293,1.02510011167,0.371000929345,-11.0,2.0,78.0,6.0,0.153656046888,1.0,13.0,13.0,1.0,13.0,0,0,0,0,-0.0657533705265,1
297,-0.0224298343162,-0.134661874363,20.0,19.0,148.0,10.5714285714,-0.275344856996,2.0,14.0,14.0,2.0,14.0,0,0,0,0,-0.106210931776,0
309,-2.11748972629,-1.1665582923,-2.0,-25.0,142.0,11.8333333333,-1.31209704138,0.0,12.0,12.0,0.0,12.0,1,1,0,1,-0.0700881092318,0
310,-0.0224298343162,-0.224945892733,-2.0,0.0,120.0,8.57142857143,-0.489845308938,2.0,14.0,14.0,2.0,14.0,0,0,0,0,-0.162562534944,0
316,-0.0224298343162,-0.169324425345,31.0,0.0,0.0,0.0,-0.41834515829,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.0671982834283,1
318,-0.0224298343162,-0.211211540836,-2.0,-16.0,0.0,0.0,-0.561345459585,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.0498593286072,1
323,-0.546194807311,-0.300207974063,-6.0,-36.0,105.0,8.75,-0.382595082967,0.0,12.0,12.0,0.0,12.0,1,0,1,0,0.0281659680877,1
336,-0.0224298343162,-3.64869005143,1.0,-11.0,127.0,9.76923076923,-0.275344856996,1.0,13.0,13.0,1.0,13.0,0,1,0,1,-10.648295463,0
338,-0.546194807311,-0.138735117627,31.0,19.0,54.0,4.15384615385,-0.41834515829,1.0,13.0,13.0,1.0,13.0,0,0,0,0,0.54833461272,1
344,2.59639503066,1.0768877424,9.0,41.0,58.0,4.83333333333,0.689907176742,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.0556389802142,1
356,-1.06995978031,0.576554582958,3.0,25.0,203.0,16.9166666667,2.72766147019,0.0,12.0,12.0,0.0,12.0,1,1,0,1,0.0719620589893,1
362,-0.0224298343162,-0.169324425345,31.0,0.0,0.0,0.0,-0.41834515829,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.0671982834283,1
368,-0.0224298343162,-0.131647799486,-34.0,-42.0,14.0,1.16666666667,-0.311094932319,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.0614186318212,1
383,-0.546194807311,-0.36341139452,-36.0,-39.0,30.0,3.0,-0.489845308938,10.0,10.0,10.0,4.0,10.0,0,0,0,0,-0.0541940673125,1
386,-0.0224298343162,-0.132005188046,31.0,-12.0,61.0,4.69230769231,-0.346845007643,1.0,13.0,13.0,1.0,13.0,0,0,0,0,-0.0267407221791,1
391,-2.64125469929,-1.47107850758,0.0,11.0,87.0,6.69230769231,-0.0965944803776,1.0,13.0,13.0,1.0,13.0,1,1,0,1,-1.67538634308,0
393,-1.06995978031,-0.50959845711,6.0,-18.0,128.0,9.84615384615,-0.346845007643,1.0,13.0,13.0,1.0,13.0,0,0,0,0,-0.111990583383,1
395,-0.0224298343162,-0.0263241240504,31.0,35.0,55.0,4.23076923077,0.0106557455933,1.0,13.0,13.0,1.0,13.0,0,0,0,0,-0.0671982834283,0
396,-0.546194807311,0.623215619233,4.0,-47.0,121.0,12.1,-0.41834515829,10.0,10.0,10.0,4.0,10.0,0,1,0,1,2.8341868233,0
401,-0.0224298343162,-0.169324425345,31.0,-7.0,8.0,0.666666666667,-0.41834515829,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.0671982834283,1
404,-1.06995978031,-0.410970252776,0.0,35.0,170.0,13.0769230769,0.654157101419,1.0,13.0,13.0,1.0,13.0,1,1,0,1,-0.81710807944,0
411,-0.0224298343162,-0.199543347208,4.0,-31.0,5.0,0.416666666667,-0.454095233614,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.122104973695,1
413,0.501335138678,0.531912993482,0.0,36.0,221.0,17.0,0.904407628684,1.0,13.0,13.0,1.0,13.0,1,0,1,0,0.189996213084,0
423,-0.0224298343162,0.396415490592,3.0,-4.0,131.0,10.0769230769,1.29765845724,1.0,13.0,13.0,1.0,13.0,0,0,0,0,-0.0859821511511,0
435,-0.546194807311,-0.543746291773,-2.0,-36.0,81.0,6.23076923077,-0.847346062174,1.0,13.0,13.0,1.0,13.0,0,0,0,0,-0.237698005836,0
438,-0.0224298343162,-0.176315850367,31.0,9.0,9.0,0.75,-0.346845007643,0.0,12.0,12.0,0.0,12.0,1,1,1,1,-0.159672709141,1
454,1.02510011167,-0.0943559365699,-2.0,-8.0,70.0,5.83333333333,-1.20484681541,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.103321105972,1
456,-0.0224298343162,-0.194602721796,-17.0,-23.0,26.0,2.16666666667,-0.489845308938,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.0715330221335,1
460,-0.0224298343162,-0.27983722434,2.0,21.0,67.0,5.58333333333,-0.632845610232,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.184236228471,1
464,-0.0224298343162,0.735256625179,-2.0,-14.0,212.0,17.6666666667,2.33441064163,0.0,12.0,12.0,0.0,12.0,1,1,0,1,-0.106210931776,0
466,1.02510011167,0.668436586075,0.0,79.0,79.0,19.75,1.04740792998,4.0,4.0,4.0,4.0,4.0,1,1,1,1,-0.0671982834283,0
467,-0.0224298343162,1.06943634982,-2.0,22.0,129.0,12.9,3.0494121481,10.0,10.0,10.0,4.0,10.0,0,0,0,0,0.181326735674,0
471,-0.546194807311,-0.23197039644,0.0,-15.0,110.0,8.46153846154,-0.060844405054,1.0,13.0,13.0,1.0,13.0,1,1,1,1,-0.0888719769546,1
472,0.501335138678,0.354997015441,-1.0,0.0,205.0,17.0833333333,1.2261583066,0.0,12.0,12.0,0.0,12.0,1,0,1,0,-0.662502398952,1
483,1.54886508467,0.683401811207,0.0,1.0,125.0,11.3636363636,1.79815951178,11.0,11.0,11.0,5.0,11.0,0,0,0,0,-1.29681916282,0
485,1.02510011167,3.37912252729,0.0,-6.0,217.0,16.6923076923,-0.346845007643,1.0,13.0,13.0,1.0,13.0,1,1,1,1,9.45911247785,0
493,-0.0224298343162,0.513671216462,-2.0,-7.0,127.0,10.5833333333,1.51215890919,0.0,12.0,12.0,0.0,12.0,1,1,1,1,0.0512845745158,1
503,-0.0224298343162,0.0181001463261,-2.0,18.0,50.0,4.16666666667,0.143928556723,0.0,12.0,12.0,0.0,12.0,1,1,0,1,-0.0671982834283,0
507,-0.0224298343162,-0.240824575992,-33.0,0.0,0.0,0.0,-0.632845610232,6.0,6.0,6.0,0.0,6.0,0,0,0,0,-0.0671982834283,0
509,1.02510011167,0.169271554032,4.0,2.0,114.0,10.3636363636,-0.561345459585,11.0,11.0,11.0,5.0,11.0,1,0,1,0,0.044060010007,0
510,0.501335138678,0.0157356778594,2.0,-1.0,129.0,10.75,-0.382595082967,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.0715330221335,1
522,-0.0224298343162,-0.169324425345,31.0,0.0,0.0,0.0,-0.41834515829,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.0671982834283,1
526,0.501335138678,0.112871513518,0.0,45.0,128.0,10.6666666667,-0.060844405054,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.10187619307,0
533,-4.21254961827,-1.51693469866,0.0,28.0,162.0,13.5,-0.132344555701,0.0,12.0,12.0,0.0,12.0,1,0,1,0,-0.205909921997,1
542,-0.0224298343162,-0.169324425345,31.0,0.0,0.0,0.0,-0.41834515829,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.0671982834283,1
548,-0.0224298343162,0.0559423795958,-31.0,-5.0,36.0,3.0,-0.239594781672,0.0,12.0,12.0,0.0,12.0,1,1,1,1,0.429851754776,1
570,-0.0224298343162,-0.188108293068,7.0,0.0,145.0,13.1818181818,-0.41834515829,11.0,11.0,11.0,5.0,11.0,0,0,0,0,-0.123549886597,1
573,-1.5937247533,0.164633193961,0.0,-2.0,135.0,16.875,2.51316101825,8.0,8.0,8.0,2.0,8.0,1,1,1,1,-0.425536683064,1
576,-0.0224298343162,-0.229389521852,-3.0,-16.0,21.0,1.75,-0.597095534909,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.06864319633,0
585,-0.546194807311,-0.0234420580561,0.0,-26.0,175.0,19.4444444444,0.403906574153,9.0,9.0,9.0,3.0,9.0,1,1,0,1,0.0719620589893,0
588,0.501335138678,0.21328528086,-2.0,-6.0,196.0,12.25,0.0106557455933,4.0,16.0,16.0,4.0,16.0,1,0,1,0,0.127864958309,0
589,-0.0224298343162,-1.2921767164,-11.0,10.0,95.0,5.58823529412,-0.0965944803776,5.0,17.0,17.0,5.0,17.0,1,1,1,1,-3.75750583451,1
590,-0.0224298343162,-0.133574350021,17.0,1.0,77.0,5.92307692308,-0.311094932319,1.0,13.0,13.0,1.0,13.0,0,0,0,0,-0.0671982834283,1
595,3.12016000365,0.733589981395,-1.0,2.0,165.0,11.0,-0.382595082967,3.0,15.0,15.0,3.0,15.0,0,1,1,0,-0.536794976499,1
607,-0.546194807311,-0.364032639887,5.0,-32.0,114.0,7.125,-0.311094932319,4.0,16.0,16.0,4.0,16.0,0,0,0,0,-0.234808180032,0
612,2.07263005766,0.668781958912,0.0,-2.0,150.0,10.7142857143,-0.0250943297304,2.0,14.0,14.0,2.0,14.0,0,0,0,0,-0.0411898511967,0
620,-5.26007956426,-1.68972308289,0.0,15.0,164.0,10.25,-0.0250943297304,4.0,16.0,16.0,4.0,16.0,0,0,0,0,0.216004645316,0
621,-0.0224298343162,-0.170287700613,31.0,-11.0,0.0,0.0,-0.41834515829,2.0,14.0,14.0,2.0,14.0,0,0,0,0,-0.0700881092318,0
622,-0.0224298343162,-0.219166241126,25.0,0.0,0.0,0.0,-0.489845308938,4.0,16.0,16.0,4.0,16.0,0,0,0,0,-0.145223580123,0
630,-0.0224298343162,-0.336158110189,1.76461320309,-10.0,18.0,1.125,-0.918846212821,4.0,16.0,16.0,4.0,16.0,0,0,0,0,-0.0671982834283,0
632,-0.0224298343162,-0.169324425345,30.0,0.0,17.0,1.0625,-0.41834515829,4.0,16.0,16.0,4.0,16.0,0,0,0,0,-0.0671982834283,0
639,-0.0224298343162,-0.170769338247,31.0,1.0,10.0,0.666666666667,-0.41834515829,3.0,15.0,15.0,3.0,15.0,0,0,0,0,-0.0715330221335,1
640,-0.0224298343162,-0.264657959541,11.0,-35.0,5.0,0.333333333333,-0.70434576088,3.0,15.0,15.0,3.0,15.0,0,0,0,0,-0.0671982834283,0
642,-0.0224298343162,-0.166916237175,31.0,0.0,26.0,1.625,-0.41834515829,4.0,16.0,16.0,4.0,16.0,0,0,0,0,-0.0599737189195,0
651,-0.546194807311,0.643600746045,-2.0,-1.0,141.0,8.8125,0.36815649883,4.0,16.0,16.0,4.0,16.0,1,1,0,1,2.10884054662,0
657,-1.06995978031,-0.122920230372,1.0,-28.0,98.0,6.125,0.36815649883,4.0,16.0,16.0,4.0,16.0,1,1,1,1,0.333042590358,0
664,-1.5937247533,0.505042110728,0.0,-8.0,186.0,11.625,2.40591079228,4.0,16.0,16.0,4.0,16.0,1,1,1,1,0.702940293208,0
667,-0.0224298343162,0.664843998873,31.0,68.0,68.0,4.25,2.08416011436,4.0,16.0,16.0,4.0,16.0,0,0,0,0,-0.0671982834283,0
669,-0.0224298343162,-0.166434599541,-1.0,-8.0,77.0,5.92307692308,-0.41834515829,1.0,13.0,13.0,1.0,13.0,0,0,0,0,-0.0585288060177,1
672,-0.0224298343162,0.232114242992,3.0,14.0,110.0,7.85714285714,0.76140732739,2.0,14.0,14.0,2.0,14.0,0,0,0,0,-0.0426347640984,1
674,-0.0224298343162,-0.174622439318,31.0,-10.0,29.0,1.8125,-0.41834515829,4.0,16.0,16.0,4.0,16.0,0,0,0,0,-0.0830923253476,0
682,0.501335138678,0.467002183112,3.0,41.0,210.0,14.0,2.11991018969,3.0,15.0,15.0,3.0,15.0,1,1,1,1,-1.22023877903,0
687,-0.0224298343162,-0.114433093738,11.0,-1.0,166.0,10.375,-0.275344856996,4.0,16.0,16.0,4.0,16.0,0,0,0,0,-0.0455245899019,0
688,-0.0224298343162,-0.169324425345,31.0,0.0,0.0,0.0,-0.41834515829,4.0,16.0,16.0,4.0,16.0,0,0,0,0,-0.0671982834283,0
702,-0.0224298343162,-0.296321794307,2.0,-52.0,0.0,0.0,-0.740095836203,3.0,15.0,15.0,3.0,15.0,0,0,0,0,-0.1264397124,0
705,-3.68878464528,-1.29213181132,-2.0,-16.0,122.0,10.1666666667,-0.168094631025,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.0195161576703,1
707,-0.0224298343162,0.0362426923797,31.0,8.0,98.0,9.8,0.439656649477,10.0,10.0,10.0,4.0,10.0,0,0,0,0,-0.308498738022,0
725,-0.0224298343162,-0.253611011281,31.0,36.0,38.0,2.375,-0.41834515829,4.0,16.0,16.0,4.0,16.0,0,0,0,0,-0.320058041236,1
728,-0.0224298343162,-0.170660447833,16.0,-11.0,50.0,3.84615384615,-0.311094932319,1.0,13.0,13.0,1.0,13.0,0,0,0,0,-0.178456576864,0
736,1.02510011167,0.893875095863,-1.0,-1.0,170.0,11.3333333333,1.86965966242,3.0,15.0,15.0,3.0,15.0,1,0,1,0,-0.213134486506,0
737,0.501335138678,0.884873826256,1.0,-12.0,120.0,7.5,-0.597095534909,4.0,16.0,16.0,4.0,16.0,0,0,0,0,2.750381875,1
739,-0.0224298343162,-0.183649305289,3.0,-1.0,114.0,7.6,-0.454095233614,3.0,15.0,15.0,3.0,15.0,0,0,0,0,-0.0744228479371,0
749,-1.06995978031,-3.62493818392,0.0,-4.0,183.0,11.4375,0.654157101419,4.0,16.0,16.0,4.0,16.0,1,1,1,1,-10.4590118729,1
759,-0.0224298343162,0.425795386261,31.0,20.0,78.0,6.5,1.29765845724,0.0,12.0,12.0,0.0,12.0,1,0,1,0,0.00215753585604,1
761,1.02510011167,0.465153407446,-16.0,64.0,113.0,7.53333333333,0.225156197535,3.0,15.0,15.0,3.0,15.0,0,0,0,0,0.14520391313,0
763,-0.0224298343162,-0.0973426370638,-19.0,71.0,104.0,6.93333333333,-0.203844706349,3.0,15.0,15.0,3.0,15.0,0,0,0,0,-0.0657533705265,1
764,-0.0224298343162,-0.0299748029542,4.0,10.0,103.0,6.4375,0.36815649883,4.0,16.0,16.0,4.0,16.0,0,0,0,0,-0.435651073376,0
771,0.059926781888,0.407258876953,5.0,-38.0,66.0,4.4,1.2261583066,3.0,15.0,15.0,3.0,15.0,1,1,1,1,-0.0643084576248,0
779,-0.546194807311,0.157069942488,0.0,35.0,136.0,15.1111111111,1.0831580053,9.0,9.0,9.0,3.0,9.0,0,0,0,0,-0.0657533705265,1
782,-2.11748972629,-0.79052216949,3.0,38.0,133.0,8.3125,-0.168094631025,4.0,16.0,16.0,4.0,16.0,0,0,0,0,-0.0859821511511,0
786,-0.0224298343162,-0.169324425345,31.0,0.0,0.0,0.0,-0.41834515829,0.0,12.0,12.0,0.0,12.0,0,0,0,0,-0.0671982834283,1
789,-1.5937247533,-0.593887404412,5.0,-20.0,157.0,13.0833333333,-0.275344856996,0.0,12.0,12.0,0.0,12.0,0,0,0,0,0.0874073970597,1
791,0.501335138678,-0.460931993123,0.0,-30.0,175.0,11.6666666667,-1.81259809591,3.0,15.0,15.0,3.0,15.0,1,0,1,0,-0.0715330221335,0
805,-0.0224298343162,-0.14875361482,22.0,6.0,15.0,1.0,-0.239594781672,3.0,15.0,15.0,3.0,15.0,0,0,0,0,-0.184236228471,0
806,-0.0224298343162,0.1514629773,-20.0,-14.0,31.0,2.06666666667,0.546906875448,3.0,15.0,15.0,3.0,15.0,0,0,0,0,-0.0700881092318,0
817,-0.0224298343162,-0.223019342197,10.0,-2.0,98.0,7.0,-0.489845308938,2.0,14.0,14.0,2.0,14.0,0,0,0,0,-0.156782883337,1
818,-0.0224298343162,0.882110027545,0.0,-2.0,120.0,8.57142857143,2.76341154551,2.0,14.0,14.0,2.0,14.0,0,0,0,0,-0.0946516285616,0
825,-0.0224298343162,-0.016458231885,-3.0,18.0,110.0,8.46153846154,0.0821558962406,1.0,13.0,13.0,1.0,13.0,1,1,1,1,-0.109100757579,1
836,-0.546194807311,-0.639561463604,1.0,-48.0,82.0,5.46666666667,-1.13334666476,3.0,15.0,15.0,3.0,15.0,0,0,0,0,-0.239142918737,0
839,-0.546194807311,0.491343198883,27.0,20.0,125.0,8.92857142857,2.04841003904,2.0,14.0,14.0,2.0,14.0,0,0,0,0,-0.0281856350808,0
856,0.501335138678,0.433270810283,0.0,31.0,185.0,13.2142857143,1.15465815595,2.0,14.0,14.0,2.0,14.0,1,1,1,1,-0.35618086378,0
859,-1.06995978031,-0.746424565265,3.0,-49.0,119.0,7.93333333333,-0.525595384261,3.0,15.0,15.0,3.0,15.0,0,0,0,0,-0.643718531229,0
860,-0.0224298343162,-0.0553312724992,2.0,30.0,96.0,6.4,-0.0965944803776,3.0,15.0,15.0,3.0,15.0,0,1,0,1,-0.0469695028037,0
861,-0.0224298343162,-0.193157808894,9.0,-11.0,6.0,0.5,-0.489845308938,0.0,12.0,12.0,0.0,12.0,0,1,1,1,-0.0671982834283,1
864,-0.0224298343162,0.335029730257,-2.0,10.0,120.0,9.23076923077,1.0831580053,1.0,13.0,13.0,1.0,13.0,1,0,1,0,-0.0556389802142,0
866,-0.0224298343162,-0.158495257912,-10.0,15.0,25.0,2.27272727273,-0.346845007643,11.0,11.0,11.0,5.0,11.0,0,0,0,0,-0.106210931776,1
868,-1.06995978031,-0.396925968093,-8.0,-52.0,25.0,1.66666666667,-0.060844405054,3.0,15.0,15.0,3.0,15.0,0,0,0,0,-0.0599737189195,0
873,1.54886508467,1.24639012928,0.0,48.0,137.0,9.13333333333,2.22716041566,3.0,15.0,15.0,3.0,15.0,0,0,0,0,-0.0368551124914,0
874,1.02510011167,0.262305790472,11.0,35.0,189.0,13.5,-0.168094631025,2.0,14.0,14.0,2.0,14.0,0,0,0,0,-0.0700881092318,1
876,-1.06995978031,0.141080007449,3.0,7.0,128.0,8.53333333333,0.904407628684,3.0,15.0,15.0,3.0,15.0,0,0,0,0,0.588792173969,0
878,0.501335138678,-0.0463802182564,0.0,33.0,153.0,10.2,-0.525595384261,3.0,15.0,15.0,3.0,15.0,0,0,0,0,-0.114880409186,0
885,-1.06995978031,-0.437228562949,-1.0,27.0,181.0,12.9285714286,-0.382595082967,2.0,14.0,14.0,2.0,14.0,1,1,1,1,0.140869174425,1
895,-0.0224298343162,-0.172214251148,31.0,0.0,0.0,0.0,-0.41834515829,2.0,14.0,14.0,2.0,14.0,0,0,0,0,-0.0758677608388,1
896,-0.0224298343162,-0.169324425345,0.0,0.0,0.0,0.0,-0.41834515829,1.0,1.0,1.0,1.0,1.0,0,0,0,0,-0.0671982834283,0
903,-0.0224298343162,-0.18124111712,20.0,-29.0,0.0,0.0,-0.454095233614,2.0,14.0,14.0,2.0,14.0,0,0,0,0,-0.0671982834283,1
917,-0.0224298343162,-0.172695888782,31.0,7.0,102.0,7.84615384615,-0.41834515829,1.0,13.0,13.0,1.0,13.0,0,0,0,0,-0.0773126737406,1
920,-1.5937247533,-0.743273244021,-5.0,-8.0,129.0,8.6,-0.668595685556,3.0,15.0,15.0,3.0,15.0,1,0,1,0,0.0325007067929,0
